,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
721,6,30.7306,31.1955,-571.314,-35441.2,-71299.4,-4671.08,78.1119,-242.322,-0.295297,0.951983,0.215692,1.30133,-279.504,214.515,514.006,198.84,300.407,0.0558755,-28.289,-54.0352,-477.178,78602.2,30185.8,-6679.45,-136.405,-470.137,-0.0390444,0.0270081,0.0279236,-0.000305176,-0.00991821,-0.063324,0.00976562,0.0259399,-0.00579834,0.00701904,0.0613403,-0.0595093,-0.0912476,0.09552,-0.0430298,0.0175476,0.0325012,2.64557,2.66342,0.0259399,-0.00778198,0.014801,0.0117493,0.00610352,0.0131226,-0.00228882,-0.0398254,0.00305176,0.012207,2.97455,3.00293,0.399032,0.0285055,1.00779,75.0754,231.653,88.4963,207.643,-1058.39,0.0770316,-0.0790787,-0.113983,0.160484,0.0397491,0.147095,0.174866,-0.193253,-0.236549,0.227814,0.20401,0.206795,0.182419,-0.0440598,0.00637054,-0.319023,0.189247,-0.0672531,0.165062,0.0246429,-0.00347137,-0.184479,-0.176735,0.155106,0.0705719,0.317993,-0.197792,-0.199165,-0.200005,-0.183678,-0.0905228,0.236549,-0.151405,0.0115967
721,7,29.7487,31.3695,-566.712,-35267.6,-70769,-4689.68,78.0342,-242.124,-0.29551,0.862903,0.215641,3.06861,-101.829,-99.9592,458.442,198.84,300.407,0.0558755,-28.9965,-53.5957,-480.371,79621.9,30153.3,-6976.2,-136.894,-471.164,-0.0390006,0.00411987,0.0296021,-0.0488281,0.00320435,0.0186157,0.0245667,0.0167847,0.0114441,-0.0163269,0.000915527,-0.0254822,-0.0979614,0.0662231,-0.0692749,0.0308228,-0.0541687,2.65106,2.63733,0.0338745,0.0297546,0.0178528,0.03479,0.0109863,0.0364685,0.00289917,0.000915527,0.0257874,0.0137329,2.87277,2.89444,0.038016,0.46894,-1.13789,120.298,-53.273,70.0909,160.682,-1164.12,0.317695,-0.082016,-0.100937,0.173645,0.0530243,0.258446,0.240326,-0.163612,-0.326653,0.215034,0.189285,0.246887,0.22049,-0.144272,0.167236,-0.321541,0.249977,-0.0319672,0.15564,0.0325012,0.0170517,-0.174026,-0.167656,0.170097,0.0684357,0.296326,-0.209923,-0.198441,-0.215645,-0.198288,-0.0537872,0.237694,-0.139427,-0.00274658
721,8,29.0328,31.9859,-563.88,-34741.3,-70201.5,-4800.79,78.4134,-242.744,-0.294642,0.950816,0.304683,2.36171,161.866,-63.4906,551.53,198.84,300.407,0.0558755,-30.9379,-54.8406,-485.693,80729.4,30436,-7180.08,-136.999,-471.629,-0.0389119,-0.0302124,0.0169373,-0.0454712,0.018158,0.210571,-0.0114441,0.00701904,-0.0187683,-0.0115967,-0.0109863,-0.0192261,-0.100708,0.043335,-0.0473022,0.0221252,-0.0552368,2.66083,2.65762,0.0135803,0.0117493,0.0294495,0.0474548,0.0100708,0.00320435,-0.00457764,0.00640869,0.0149536,0.0120544,2.76947,2.77725,-0.407916,0.294291,0.650706,120.37,-88.7861,126.715,207.643,-1058.39,0.0770316,-0.103378,-0.0822067,0.176811,0.0424576,0.263443,0.216446,-0.172386,-0.332222,0.205612,0.189362,0.248909,0.214882,-0.128326,0.153046,-0.301094,0.222321,-0.0354004,0.168839,0.0628281,0.0442886,-0.202103,-0.17025,0.149384,0.0798416,0.295372,-0.212631,-0.199585,-0.198059,-0.2174,-0.0758743,0.21431,-0.156517,0.0177002
721,9,28.8477,32.517,-560.339,-34389.5,-70023.1,-4763.15,77.9449,-242.983,-0.29522,1.56672,0.396361,0.948225,-191.175,144.903,551.25,198.84,300.407,0.0558755,-31.9077,-55.9052,-488.176,81749.3,30403.4,-7644.1,-137.384,-472.872,-0.038736,-0.0285339,0.00793457,-0.0479126,-0.00610352,0.335693,0.0134277,0.0205994,0.0157166,-0.0291443,-0.00289917,-0.0187683,-0.0898743,0.0468445,-0.0621033,0.00183105,-0.042572,2.67532,2.65869,0.0186157,0.0143433,0.0318909,0.045929,0.0132751,0.00244141,0.00305176,0.000610352,-0.0270081,0.00793457,1.29135,2.41119,-0.0478669,0.563441,2.08003,75.1312,53.6228,107.664,207.643,-1058.39,0.0770316,-0.0717163,-0.0964355,0.171967,0.0629425,0.264664,0.245895,-0.177383,-0.333099,0.196266,0.196915,0.258522,0.234528,-0.144272,0.175476,-0.320969,0.249405,-0.0214386,0.161324,0.0357056,0.0432968,-0.165253,-0.163803,0.140266,0.0706482,0.297203,-0.200157,-0.192299,-0.205231,-0.228653,-0.067749,0.223923,-0.16346,0
722,0,27.6848,33.0443,-554.321,-33995.6,-69491.6,-4688.42,77.5468,-243.027,-0.295789,0.949385,0.748054,0.947737,338.213,-132.648,533.077,198.84,300.407,0.0558755,-33.3186,-56.7068,-494.207,82590.4,30860.4,-7773.84,-137.219,-472.53,-0.0387488,-0.0227356,-0.00930786,-0.0204468,0.0283813,0.279388,0.00961304,0.0268555,0.00305176,-0.0132751,0.00198364,-0.040741,-0.0881958,0.0579834,-0.0515747,0.0440979,-0.0436401,2.6564,2.66342,0.010376,-0.015564,0.0167847,0.0202942,0.0123596,0.0236511,-0.0109863,-0.0100708,0.00549316,0.0154114,-3.15384,-3.18359,0.311436,0.387056,2.79503,29.8683,89.1274,51.0915,207.643,-1058.39,0.0770316,-0.105743,-0.0960922,0.179329,0.0309372,0.278015,0.215302,-0.187378,-0.311127,0.203171,0.182343,0.264473,0.221214,-0.126076,0.175972,-0.31189,0.227776,-0.0379562,0.116348,0.0250626,0.0101089,-0.161362,-0.18219,0.114212,0.0455475,0.314217,-0.185394,-0.217934,-0.176468,-0.194511,-0.0742722,0.237503,-0.158958,0
722,1,27.0573,33.3966,-550.427,-33425.6,-68853.2,-4743.69,77.8194,-243.628,-0.295089,0.864541,0.0379094,2.00825,160.142,251.923,625.793,198.84,300.407,0.0558755,-34.7276,-57.7744,-502.367,83299.3,31037.1,-8070.85,-137.882,-471.227,-0.0395725,-0.00808716,-0.0344849,-0.00396729,-0.0318909,0.16922,-0.00305176,-0.0088501,0.00823975,-0.0471497,-0.00991821,-0.0247192,-0.108337,0.0352478,-0.0387573,0.0163269,-0.0526428,2.65366,2.67014,0.00244141,0.0012207,0.0216675,0.025177,0.00732422,0.00198364,0.00762939,0.0384521,0.032196,0.0167847,-3.19,-3.18192,0.217735,0.0253262,-0.779767,-241.231,-17.7283,70.4489,207.643,-1058.39,0.0770316,-0.0880051,-0.104637,0.163956,0.0447464,0.226212,0.221405,-0.181465,-0.329056,0.203972,0.164299,0.225372,0.22438,-0.126152,0.168571,-0.314026,0.218925,-0.0450516,0.120659,0.0337982,0.0104523,-0.126076,-0.169716,0.124931,0.0463867,0.301056,-0.187912,-0.211792,-0.184021,-0.1791,-0.0838089,0.247116,-0.158501,0.0112915
722,2,26.4249,34.2798,-545.117,-33032.4,-68145.2,-4762.06,77.8995,-243.758,-0.294906,1.12947,-0.0496796,0.948043,73.1283,76.2219,570.024,198.84,300.407,0.0558755,-35.343,-58.6616,-505.914,84451.3,31249.9,-8200.32,-137.894,-472.341,-0.0392152,0.0161743,-0.0392151,-0.00274658,-0.027771,-0.0775146,-0.00961304,0.0268555,0.00442505,-0.0402832,-0.000610352,-0.0512695,-0.0985718,0.0370789,-0.0531006,0.0125122,-0.0569153,2.62512,2.64389,-0.012207,0.0143433,0.0311279,0.00762939,0.0100708,0.00579834,-0.0123596,0.00686646,0.00839233,0.00793457,-3.17627,-3.16757,0.485662,0.37954,-1.49581,-195.968,-53.233,127.021,171.876,-927.172,-0.112242,-0.0690842,-0.0905991,0.183487,0.0120163,0.26619,0.229149,-0.182571,-0.313416,0.19207,0.174484,0.238037,0.216942,-0.112839,0.176849,-0.319595,0.238686,-0.0619125,0.0953293,0.0296021,0.0603104,-0.15274,-0.177727,0.124321,0.0363922,0.289917,-0.165558,-0.212364,-0.177231,-0.193901,-0.0824738,0.228691,-0.162506,0.00427246
722,3,25.8873,34.3673,-541.222,-32681.7,-67719.8,-4891.95,77.7859,-243.969,-0.294971,1.30296,0.39496,0.948052,-58.4341,5.41958,514.2,198.84,300.407,0.0558755,-36.4002,-60.0803,-508.752,85870.2,31148.4,-8496.81,-138.438,-474.199,-0.0389334,-0.0241089,-0.0137329,-0.0123596,-0.0390625,-0.075531,-0.00534058,0.0294495,0.00335693,-0.0247192,-0.00366211,-0.0378418,-0.0883484,0.0422668,-0.0718689,0.040741,-0.0318909,2.6622,2.65503,0.00869751,0.0132751,0.0231934,0.0338745,0.0352478,0.0100708,0.00366211,0.0189209,0.0163269,0.027771,-3.17673,-3.16772,0.127608,0.557812,-1.13815,120.264,124.79,69.7776,317.287,-1164.09,0.135462,-0.0836945,-0.0881577,0.163651,0.0373459,0.244255,0.229263,-0.181465,-0.335579,0.20546,0.181465,0.245056,0.196686,-0.13073,0.173683,-0.308037,0.227509,-0.0465012,0.0897598,0.0343323,0.0223541,-0.165367,-0.180016,0.105553,0.0318146,0.334015,-0.176697,-0.19558,-0.163765,-0.209732,-0.0899506,0.229263,-0.185966,-0.012207
722,4,25.7925,34.4572,-537.327,-32419.7,-67224.2,-4929.01,77.8012,-244.019,-0.294923,0.68892,0.125466,0.947713,250.147,-133.085,663.112,198.84,300.407,0.0558755,-37.4579,-60.7922,-513.719,86490.1,31429.9,-8645.22,-138.482,-473.774,-0.0390988,0.00442505,0.00640869,-0.0354004,-0.0205994,-0.0715637,-0.014801,0.0038147,-0.0192261,-0.0505066,-0.0556946,-0.0297546,-0.0642395,-0.0514221,-0.14328,0.0189209,-0.0932312,2.63367,2.63092,0.00442505,0.00488281,-0.0154114,0.0260925,-0.00671387,-0.00671387,-0.00946045,0.0100708,-0.0256348,-0.0228882,-3.19565,-3.17245,0.12844,0.559071,-0.423048,-15.2072,-53.199,126.811,207.643,-1058.39,0.0770316,-0.0893402,-0.0854492,0.268021,0.0126266,0.234718,0.278587,-0.183525,-0.258293,0.201149,0.236206,0.343285,0.248985,-0.160637,0.224953,-0.325813,0.304947,-0.0413895,0.0978851,0.0628662,0.0289917,-0.165253,-0.157661,0.139389,0.0194168,0.307732,-0.163116,-0.19207,-0.176544,-0.196991,-0.0852203,0.224533,-0.15789,0.0112915
722,5,24.4568,34.541,-532.725,-32158.7,-66552.1,-4854.55,77.9818,-243.987,-0.294671,0.689623,0.0366419,0.594268,-15.2859,145.864,662.873,198.84,300.407,0.0558755,-38.6049,-61.7688,-516.202,87155.3,31361.4,-8942.17,-138.909,-474.252,-0.039198,-0.00915527,0.0193787,-0.0352478,-0.0535583,-0.293732,0.0523376,-0.0231934,0.0227356,-0.0408936,-0.0683594,-0.020752,-0.0717163,-0.0657654,-0.137177,-0.000152588,-0.0891113,2.66205,2.66846,0.0120544,0.0270081,0.00595093,0.0166321,0.0187683,0.0267029,0.0436401,0.0410461,0.0143433,0.00595093,-3.10654,-3.12714,0.486095,0.291314,-1.1381,120.382,-266.883,108.175,-27.2444,-1164.15,0.536375,-0.0908661,-0.0934982,0.247765,0.0204468,0.238342,0.270615,-0.169487,-0.262184,0.198212,0.221024,0.327606,0.224838,-0.182877,0.21431,-0.322571,0.299759,-0.0237274,0.10273,0.0304794,0.045433,-0.167427,-0.15873,0.125389,0.0451279,0.341682,-0.162544,-0.19104,-0.166817,-0.21843,-0.080719,0.236816,-0.151558,0.000305176
722,6,24.1782,35.4262,-527.06,-31500.3,-65983.8,-4816.65,77.717,-244.587,-0.294769,0.512142,0.213439,1.65451,470.917,-272.118,551.782,198.84,300.407,0.0558755,-39.9288,-62.481,-520.105,87819.2,31783.1,-9034.84,-138.554,-474.262,-0.0389821,0.01297,-0.0088501,-0.0401306,-0.0341797,-0.348816,0.0550842,0.0325012,0.0366211,-0.0527954,-0.0796509,-0.0357056,-0.0675964,-0.0509644,-0.105896,0.00396729,-0.0860596,2.66602,2.64908,0.0350952,0.0296021,0.0160217,0.0270081,0.0273132,0.0141907,0.0175476,0.014801,0.0144958,-0.00350952,-3.05298,-3.04932,0.485679,0.290685,-1.49566,75.1395,124.881,126.392,291.051,-1108.57,0.0682886,-0.0848389,-0.0831223,0.263252,0.0075531,0.262489,0.297394,-0.180054,-0.267372,0.197868,0.2248,0.338898,0.244484,-0.161476,0.217819,-0.293236,0.293961,-0.0352097,0.0819397,0.0373077,0.0419998,-0.166588,-0.146675,0.143585,0.0377655,0.313339,-0.177345,-0.23201,-0.195808,-0.219078,-0.0978088,0.251122,-0.16468,-0.0177002
722,7,23.5465,35.7798,-520.333,-31150.5,-65417.2,-4835.01,77.1873,-244.487,-0.295604,1.21482,0.217427,2.71537,-13.7352,-134.509,570.016,198.84,300.407,0.0558755,-40.1914,-63.19,-522.233,88661.4,31820.1,-9313.13,-138.732,-475.186,-0.0387862,0.00442505,-0.0259399,-0.0448608,-0.0352478,-0.15686,0.00640869,0.0274658,0.0263977,-0.0468445,-0.0526428,-0.0248718,-0.0537109,-0.062561,-0.119781,0.0123596,-0.0622559,2.66022,2.67059,0.00762939,0.00198364,0.0119019,0.0195312,-0.00534058,0.0210571,-0.000152588,0.000305176,0.0192261,0.00595093,-2.96097,-2.97226,-0.317858,0.117226,1.00847,-15.3236,-17.7522,32.4781,207.643,-1058.39,0.0770316,-0.104561,-0.112152,0.232086,-0.0139999,0.27195,0.28389,-0.190811,-0.256996,0.209579,0.223351,0.350533,0.228691,-0.159073,0.223351,-0.302429,0.31292,-0.0638199,0.118752,0.000724792,0.0460815,-0.170021,-0.153122,0.139847,0.0521851,0.326843,-0.211868,-0.222054,-0.156136,-0.197754,-0.102272,0.253906,-0.156364,0.010376
722,8,23.0083,35.7794,-515.73,-30977.4,-64780.9,-4816.47,77.299,-244.288,-0.295536,1.30436,0.305886,-0.465794,-145.869,-100.175,532.752,198.84,300.407,0.0558755,-40.8953,-64.0774,-525.781,89237.7,31821.5,-9424.3,-139.14,-475.137,-0.0390473,0.00518799,-0.00808716,0.0180054,0.00198364,0.0186157,0.00701904,0.0230408,0.0421143,-0.045166,-0.0723267,-0.0485229,-0.0675964,-0.0608826,-0.119934,0.0224304,-0.0958252,2.64526,2.63245,0.0228882,0.0219727,0.014801,0.0427246,0.00686646,0.00549316,0.0178528,0.0221252,0.0172424,-0.0062561,-2.89658,-2.88895,0.12934,0.204907,0.292683,-60.3756,-53.1743,145.717,207.643,-1058.39,0.0770316,-0.0765991,-0.0984573,0.264206,0.00362396,0.265236,0.28038,-0.177345,-0.27813,0.205917,0.207405,0.359573,0.243835,-0.163918,0.216522,-0.307884,0.282364,-0.0564957,0.112038,0.0227356,0.04776,-0.198402,-0.172005,0.14801,0.055542,0.313492,-0.209618,-0.204163,-0.187569,-0.193253,-0.0982666,0.256424,-0.167961,-0.0164795
722,9,22.2918,36.3078,-512.19,-30407.4,-64142.5,-4890.34,77.677,-244.985,-0.294633,1.12618,0.482933,1.65485,160.822,146.747,439.971,198.84,300.407,0.0558755,-41.4233,-64.2571,-530.393,89903,31718,-9628.31,-139.862,-474.915,-0.0395521,-0.0102234,-0.0126648,0.0718689,0.100555,0.0196838,0.0196838,0.0296021,0.0717163,-0.0337219,-0.0440979,-0.0241089,-0.0738525,-0.0622559,-0.133972,-0.0050354,-0.0952148,2.68188,2.64572,0.0296021,0.052948,0.0360107,0.00305176,0.00549316,-0.00762939,0.00228882,0.0184631,-0.0151062,0.0216675,-0.85495,-2.03613,-0.141186,0.380051,-1.13753,120.377,-124.399,126.778,98.0397,-1164.13,0.390588,-0.0741959,-0.0993729,0.267448,0.01194,0.262146,0.305595,-0.179749,-0.264015,0.216331,0.235291,0.331345,0.223541,-0.168724,0.202103,-0.302925,0.270424,-0.0481033,0.128441,0.0273895,0.0488281,-0.167389,-0.182648,0.135574,0.028801,0.310898,-0.21946,-0.227203,-0.191803,-0.210228,-0.0844574,0.267563,-0.161667,0.0164795
723,0,21.5748,36.7481,-507.942,-30013.1,-63646.3,-4964.4,77.6063,-245.265,-0.2946,1.12946,0.127469,-0.465866,117.058,76.4776,662.976,198.84,300.407,0.0558755,-42.0392,-65.4091,-532.166,90301.4,31929,-9628.14,-139.664,-475.099,-0.0393738,-0.0178528,0.0149536,0.0866699,0.144501,-0.0204468,0.0297546,-0.0114441,0.0213623,-0.0440979,-0.0498962,-0.0239563,-0.0718689,-0.0593567,-0.147858,0.0335693,-0.0746155,2.6622,2.68631,0.00808716,0.0279236,0.0234985,0.0146484,0.0270081,0.00274658,0.00289917,0.0151062,0.0088501,0.00411987,3.28415,3.26157,-0.322051,0.288646,-2.56738,75.2173,-53.1157,164.413,186.841,-1087.61,0.152652,-0.0753784,-0.088768,0.2528,0.0214005,0.228539,0.247345,-0.182381,-0.275841,0.217934,0.239792,0.340309,0.221329,-0.146027,0.231857,-0.330315,0.281296,-0.063858,0.105896,0.00888824,0.0548172,-0.190315,-0.189323,0.130882,0.0245285,0.313263,-0.199394,-0.227585,-0.167313,-0.208206,-0.0864792,0.237122,-0.176735,0.00549316
723,1,21.2103,37.1026,-502.277,-29883.7,-63116,-4834.26,77.2486,-244.856,-0.295332,0.602661,-0.318456,2.00816,162.101,-98.5521,477.199,198.84,300.407,0.0558755,-42.3911,-65.5878,-535.004,91188,31896.2,-9701.94,-140.044,-475.856,-0.0393535,0.00183105,-0.00930786,0.12085,0.160217,-0.0201416,-0.00366211,0.0143433,-0.0117493,-0.0236511,-0.149536,-0.0262451,-0.0486755,-0.110931,-0.162354,-0.00488281,-0.1297,2.62817,2.66174,0.00198364,0.037384,0.0238037,0.0219727,0.00930786,0.00549316,-0.0283813,-0.00335693,-0.00671387,-0.0201416,3.28186,3.26691,-0.141517,-0.0648546,-1.4943,256.016,-17.4027,201.848,195.762,-1229.53,0.391977,-0.0670242,-0.0876617,0.256424,0.0115967,0.237694,0.307198,-0.183372,-0.167007,0.192604,0.274353,0.309448,0.268555,-0.195045,0.22686,-0.321846,0.307846,-0.0545502,0.0932312,0.0312042,0.0373459,-0.177994,-0.170479,0.149612,0.0276184,0.332603,-0.224266,-0.239143,-0.173798,-0.216064,-0.087471,0.260773,-0.190659,0.00823975
723,2,20.4955,37.101,-498.029,-29489.5,-62584.5,-4964.15,77.2438,-245.139,-0.2952,1.3039,0.217478,0.948095,206.229,-133.345,551.575,198.84,300.407,0.0558755,-42.9208,-66.2966,-534.65,91498.1,32001.9,-9813.31,-139.807,-476.549,-0.0389843,0.00839233,-0.0154114,0.141754,0.111694,0.0714111,0.0334167,0.00701904,0.0402832,-0.017395,-0.132141,-0.0112915,-0.0466919,-0.0842285,-0.175781,-0.00473022,-0.0790405,2.66174,2.66937,0.0158691,-0.00717163,0.0213623,0.0106812,-0.00930786,-0.000305176,0.0123596,0.0320435,-0.00457764,0.00778198,3.28186,3.28339,0.126861,0.112277,-1.85248,-15.2107,196.156,164.08,313.395,-1050.07,-0.0606234,-0.0778961,-0.110283,0.235443,0.00579834,0.234337,0.328178,-0.163078,-0.177574,0.198097,0.284119,0.319099,0.268059,-0.195274,0.260811,-0.305214,0.310669,-0.0629044,0.129929,0.025177,0.0429153,-0.168076,-0.187035,0.137138,0.0479889,0.317345,-0.202141,-0.232964,-0.196686,-0.198364,-0.0893402,0.262909,-0.152855,-0.0125122
723,3,19.3325,37.5402,-491.656,-29096.1,-61947,-4833.67,76.9112,-245.172,-0.295677,0.865698,0.0374931,0.240916,204.788,146.99,477.17,198.84,300.407,0.0558755,-43.1847,-66.4748,-536.778,91896.1,32352.9,-9831.77,-139.39,-476.612,-0.038714,0.0146484,-0.014801,0.10498,0.0708008,0.0254822,0.0624084,0.00869751,0.0274658,-0.000915527,-0.105591,-0.0190735,-0.0494385,-0.124359,-0.167694,0.0134277,-0.113525,2.65656,2.63626,0.0244141,0.0364685,-0.00259399,0.0157166,-0.00106812,0.0259399,0.00137329,0.0308228,-0.00411987,0.0050354,3.27316,3.26538,-0.139955,0.470794,-0.0650254,-15.2124,89.2848,145.414,207.643,-1058.39,0.0770316,-0.0676727,-0.108795,0.239029,0.0341797,0.231819,0.338287,-0.139656,-0.174522,0.228767,0.281715,0.317307,0.250816,-0.18425,0.234795,-0.319633,0.31826,-0.0646591,0.110321,0.0199127,0.027504,-0.18261,-0.182838,0.11116,0.0353622,0.30674,-0.237007,-0.252266,-0.17662,-0.205269,-0.078125,0.256844,-0.156403,0.0137329
723,4,19.1459,37.5424,-485.282,-28569.6,-61414.8,-4981.96,76.3532,-245.479,-0.296355,1.21575,0.217094,1.3015,-14.9135,75.7762,662.89,198.84,300.407,0.0558755,-43.1836,-66.2988,-539.261,92251.3,32143.8,-9812.9,-140.055,-476.482,-0.0391554,0.0280762,0.0198364,0.072937,0.045929,-0.0872803,-0.00427246,0.00686646,-0.00473022,-0.0382996,-0.122986,-0.0369263,-0.0500488,-0.109253,-0.174255,0.0231934,-0.102081,2.6532,2.65823,0.0265503,0.00106812,0.0088501,0.0334167,0.0175476,-0.00228882,0.0219727,0.0196838,-0.00640869,0.0125122,3.19351,3.20602,0.0389154,0.114777,-0.422162,-60.4465,89.2099,107.759,207.643,-1058.39,0.0770316,-0.0510788,-0.124092,0.277596,0.00297546,0.213013,0.318336,-0.191803,-0.193176,0.199509,0.263939,0.315094,0.251122,-0.196037,0.253143,-0.307426,0.306778,-0.0692749,0.0715637,0.00793457,0.0418472,-0.216866,-0.181694,0.123444,0.0510025,0.37014,-0.195274,-0.255623,-0.156784,-0.211411,-0.123978,0.273438,-0.174217,-0.0299072
723,5,18.427,38.248,-480.68,-28044.9,-60564.9,-4981.6,76.9094,-246.007,-0.29527,1.03919,0.393558,0.94788,30.2152,-99.2841,347.02,198.84,300.407,0.0558755,-43.4473,-65.9471,-543.873,93004.4,32355.7,-9961.2,-140.171,-476.417,-0.0392464,-0.0164795,0.0062561,0.0556946,0.0498962,-0.128632,-0.0164795,0.0149536,0.0350952,-0.0248718,-0.141144,-0.0289917,-0.0712585,-0.10437,-0.19577,0.0184631,-0.104218,2.63763,2.6265,-0.0131226,-0.0102234,0.00579834,0.0102234,0.00274658,0.0216675,0.0268555,0.0479126,-0.0273132,0.00396729,3.06351,3.12698,0.128491,0.292505,-0.422579,210.701,-53.2229,88.8397,207.643,-1058.39,0.0770316,-0.0621796,-0.0968933,0.229912,0.0154877,0.239334,0.336189,-0.158463,-0.198364,0.189514,0.255432,0.315399,0.255623,-0.185776,0.26104,-0.322075,0.299187,-0.0447464,0.0720215,0.021553,0.0257111,-0.20195,-0.153999,0.148811,0.0508118,0.340195,-0.222359,-0.270576,-0.147781,-0.206032,-0.138092,0.286484,-0.186615,-0.00671387
723,6,17.887,38.0717,-474.307,-27694,-60210,-4962.65,75.9643,-245.962,-0.296694,0.862174,0.570189,1.30119,-13.9214,-99.4653,570.008,198.84,300.407,0.0558755,-43.5361,-66.3006,-542.099,93314.7,32321.4,-9961.01,-140.04,-477.548,-0.038797,0.0062561,0.0375366,0.0666809,0.0253296,0.0172424,-0.00213623,-0.00167847,-0.0131226,-0.0314331,-0.118408,-0.0382996,-0.0386047,-0.104523,-0.204163,0.00961304,-0.0856018,2.66357,2.66418,0.00930786,0.0248718,-0.00213623,0.0239563,0.0239563,0.00167847,0.0166321,0.0495911,0.00564575,0.0115967,2.98126,2.99683,0.217684,0.291892,-0.780236,-15.1904,89.3179,164.268,207.643,-1058.39,0.0770316,-0.0572205,-0.11673,0.245438,-0.00217438,0.244064,0.31868,-0.180473,-0.17231,0.19001,0.277748,0.307693,0.263863,-0.20092,0.239449,-0.306664,0.29541,-0.0566483,0.0738144,0.0112534,0.0383759,-0.221176,-0.172119,0.145378,0.0438309,0.339546,-0.178909,-0.227737,-0.170059,-0.175591,-0.0929642,0.269547,-0.190849,0.017395
723,7,17.3449,38.4255,-468.288,-27477.4,-59432.3,-5092.91,75.9934,-245.673,-0.296793,1.03871,0.570873,0.240904,381.333,42.7838,440.14,198.84,300.407,0.0558755,-44.332,-66.2147,-543.873,93447,32566.8,-9923.84,-139.783,-477.23,-0.0387473,0.00747681,0.00823975,0.0604248,0.042572,0.190887,0.0389099,0.00457764,-0.0350952,-0.0297546,-0.117493,-0.0312805,-0.0520325,-0.0996399,-0.174408,0.0119019,-0.0958252,2.65793,2.68311,0.00289917,0.0189209,0.00442505,0.0248718,0.0134277,0.0167847,0.00549316,0.0224304,0.0164795,0.0134277,2.87415,2.87857,-0.0515598,0.291213,-1.13748,165.638,196.323,239.286,379.936,-1203.82,0.132491,-0.0537872,-0.100441,0.246658,0.0222015,0.242729,0.322227,-0.169182,-0.162544,0.201874,0.268974,0.328102,0.264397,-0.180321,0.254898,-0.319443,0.318451,-0.0754547,0.0797653,0.0252914,0.0393677,-0.197906,-0.179253,0.134926,0.0618744,0.342293,-0.206985,-0.248604,-0.153122,-0.198593,-0.110397,0.275269,-0.201035,0.0125122
723,8,16.8936,38.9554,-464.393,-26951,-58935.3,-4980.77,75.999,-246.315,-0.296469,1.1264,0.571424,0.594428,205.509,6.82227,514.373,198.84,300.407,0.0558755,-44.3325,-65.7728,-544.938,94200.6,32568.6,-9960.56,-139.897,-478.278,-0.0384725,0.0157166,0.0349426,0.0585938,0.0242615,0.158997,0.0146484,0.0062561,-0.0205994,-0.014801,-0.0759888,-0.0166321,-0.0445557,-0.140686,-0.122223,-0.00335693,-0.0912476,2.62909,2.64389,0.0172424,0.0184631,0.0468445,0.0468445,0.00930786,0.0276184,-0.0204468,0.0305176,0.0523376,-0.0088501,2.8035,2.81403,0.0384826,0.203003,-0.779871,29.9341,89.2269,107.653,207.643,-1058.39,0.0770316,-0.0624084,-0.113297,0.231743,-0.0540161,0.0662231,0.298882,-0.169945,-0.019455,0.240097,0.263176,0.255547,0.293198,-0.248451,0.237198,-0.317764,0.248604,-0.0862122,0.0775146,0.00583649,0.0273514,-0.203285,-0.176048,0.118828,0.0224686,0.30777,-0.211372,-0.232658,-0.152397,-0.208397,-0.133018,0.286484,-0.150108,0.00549316
