,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
835,0,19.338680,-1214.774170,1447.334595,-100.793350,-1202.112549,1447.309570,32.067471,-1059.010742,1458.019409,-67.519623,-1041.117920,1459.847168,-9.212155,-1020.783081,1336.948975,-1.620046,-899.356201,1075.095581,-26.384783,-1142.380737,1230.127686,-28.634686,-1257.880005,1034.995850,-105.978546,-932.606506,1242.230103,131.071091,-1087.621948,1303.921631,219.377167,-1102.926880,1172.696411,262.698975,-1111.955566,1001.129395,261.619232,-1198.248901,909.483337,184.570282,-1251.536987,841.460205,251.870361,-1243.677490,826.900452,209.352112,-1304.812378,802.775940,-183.079773,-1050.334351,1289.329834,-275.103302,-1003.852600,1139.525391,-309.224426,-957.144165,1019.239929,-346.097687,-997.171814,896.355896,-325.959045,-1013.561584,785.886841,-378.523834,-960.666992,783.817810,-381.043335,-1048.463867,730.271667,164.583862,-1141.762695,879.537415,-191.592438,-1127.430298,887.470093,18.586441,-902.523010,933.109131,-58.139332,-903.225830,933.792419,142.572250,-989.425293,548.886414,89.559685,-1147.569580,694.326355,69.293533,-1101.056641,510.992828,121.388214,-967.323853,438.546906,,,,120.029480,-889.150391,235.389969,64.884651,-1005.361694,334.907684,63.413723,-942.910889,201.194260,98.115517,-841.342285,82.103271,,,,57.270908,-786.078613,58.086712,77.324005,-927.700806,55.950466,27.278008,-948.015564,19.050755,,,,122.878960,-920.704895,12.724480,-187.641174,-1091.117554,547.112549,-104.688843,-1182.521606,722.487061,-120.397255,-1206.942261,540.688965,-172.690201,-1117.323486,440.335144,,,,-174.077271,-1152.512695,221.875259,-128.969177,-1199.238281,351.735565,-133.007446,-1206.939209,195.221420,-168.170822,-1184.916992,59.524212,,,,-112.129951,-1137.109131,37.346767,-149.374374,-1263.688232,63.756920,-108.934242,-1306.688477,37.705227,,,,-193.212173,-1258.683350,12.922487,159.626709,-959.294373,924.890625,-209.547409,-1008.553955,949.157349
836,0,17.661104,-1221.253784,1448.811768,-102.463402,-1208.474121,1448.634521,30.541193,-1065.473145,1459.316040,-69.033379,-1047.546753,1460.977905,-10.623558,-1027.287231,1338.069336,-2.983708,-906.331787,1076.094727,-27.949780,-1149.135376,1231.449219,-30.719255,-1264.887207,1036.453491,-107.378670,-939.260925,1243.189331,129.499435,-1094.402100,1305.089600,217.701096,-1109.250366,1173.535156,260.456299,-1116.674316,1001.636719,259.685333,-1202.284424,909.425415,182.777100,-1255.399414,841.089050,250.007538,-1247.105225,826.484436,207.693939,-1308.269653,801.960754,-184.531998,-1056.891846,1290.496216,-276.572754,-1011.791260,1140.134644,-310.866943,-965.844788,1019.791931,-347.279449,-1006.498352,896.965332,-326.904785,-1023.435974,786.642578,-379.653931,-970.730652,784.180176,-381.799469,-1058.984497,731.249207,162.467773,-1149.061157,880.249268,-193.455093,-1134.393433,889.169983,16.950174,-909.703186,933.988586,-59.770927,-910.160034,934.787720,141.575638,-998.897949,549.334473,87.582390,-1155.728394,696.015198,68.070061,-1111.265381,512.047119,120.845619,-977.457520,439.451721,,,,120.043823,-895.125122,238.406403,64.837616,-1013.938171,334.930817,63.913250,-948.290466,202.672913,98.560471,-843.621399,85.910912,,,,57.458839,-787.952698,63.870541,77.734840,-929.337891,56.977566,27.484600,-948.397278,19.643202,,,,122.551018,-920.782349,13.098776,-189.487488,-1096.869507,547.780579,-107.109535,-1188.591187,722.914673,-120.451500,-1211.260986,540.709534,-173.807587,-1120.740234,440.555908,,,,-175.030411,-1152.578247,221.503830,-131.270020,-1201.373291,351.378082,-134.514359,-1207.681763,194.660950,-168.387466,-1185.312622,59.317013,,,,-112.420296,-1136.247559,37.911434,-149.331284,-1263.944702,63.337975,-108.770355,-1306.728271,36.705376,,,,-193.468063,-1258.786133,12.552035,157.972855,-966.491882,925.443115,-211.094131,-1015.561462,950.867615
837,0,16.117773,-1227.752563,1450.387329,-103.999680,-1214.864990,1450.072998,29.119385,-1071.943481,1460.772827,-70.453827,-1053.998413,1462.331421,-12.064581,-1033.778687,1339.338745,-4.491577,-913.272095,1077.232056,-29.440346,-1155.869263,1232.997925,-32.732895,-1271.786133,1038.130859,-108.845497,-945.960144,1244.339966,127.988068,-1101.043701,1306.370728,216.068069,-1115.508057,1174.546753,258.153473,-1121.296509,1002.235413,257.886169,-1206.083008,909.410767,181.200272,-1259.042725,840.681396,248.342896,-1250.194824,826.063782,206.365372,-1311.396362,801.049561,-185.969360,-1063.501953,1291.908203,-278.047333,-1019.772888,1141.003906,-312.534668,-974.693848,1020.558716,-348.383728,-1016.166931,897.842651,-327.680664,-1033.702271,787.672546,-380.647949,-981.222534,784.707458,-382.314453,-1070.017456,732.501160,160.295105,-1155.885620,881.015381,-195.454666,-1141.216064,890.936035,15.144326,-916.821960,935.090393,-61.595024,-917.062317,935.963623,140.825348,-1008.931152,549.812988,85.634010,-1163.805176,697.864685,66.917656,-1122.237305,513.258057,120.602486,-988.693542,440.281555,,,,120.378387,-902.042542,241.671921,65.243195,-1023.586609,335.036041,64.830307,-954.478821,204.269135,99.331276,-846.517944,90.242760,,,,57.959171,-790.366943,70.565887,78.362427,-931.436462,58.003353,27.685703,-948.842163,20.326069,,,,122.281548,-920.960205,13.658895,-191.280396,-1102.880127,548.575989,-109.802368,-1194.616943,723.371094,-120.268875,-1215.233521,540.544861,-174.994232,-1123.057495,441.021301,,,,-175.736664,-1153.134155,221.552002,-133.139236,-1203.177856,351.219391,-135.095459,-1208.539795,194.561203,-168.370468,-1185.499023,59.312298,,,,-112.563660,-1135.818970,38.183895,-149.098709,-1264.046021,63.065350,-108.491783,-1306.653442,35.956387,,,,-193.563553,-1258.755249,12.403072,156.197983,-973.753845,926.264221,-212.821426,-1022.580872,952.672668
838,0,14.732288,-1234.231689,1452.023438,-105.376274,-1221.271240,1451.613403,27.802721,-1078.380005,1462.302368,-71.786278,-1060.445435,1463.836182,-13.493528,-1040.305298,1340.657593,-6.177431,-920.208130,1078.462280,-30.866148,-1162.603149,1234.712891,-34.638935,-1278.595703,1039.992065,-110.373505,-952.773071,1245.639282,126.541748,-1107.538452,1307.710938,214.502808,-1121.656372,1175.689697,255.855560,-1125.825195,1002.936951,256.233459,-1209.667969,909.424805,179.845993,-1262.488892,840.236816,246.880173,-1252.985962,825.641907,205.341080,-1314.283936,800.113159,-187.398376,-1070.246338,1293.514648,-279.560608,-1027.800415,1142.134644,-314.178833,-983.556091,1021.468262,-349.422760,-1026.159302,898.963013,-328.293610,-1044.337891,788.964966,-381.570618,-992.214966,785.433472,-382.583160,-1081.533569,734.003418,158.093338,-1162.141724,881.871948,-197.598541,-1147.952759,892.729919,13.171305,-923.848022,936.356018,-63.599453,-924.018921,937.291504,140.335617,-1019.587036,550.235901,83.806770,-1171.466675,699.708496,65.885101,-1133.963867,514.578430,120.691139,-1001.181946,440.922638,,,,121.141273,-910.159424,245.102325,66.189049,-1034.196533,334.980927,66.030502,-961.317200,205.953674,100.387611,-850.268433,95.044830,,,,58.731602,-793.504395,78.101486,78.805832,-934.528320,59.735825,27.875467,-949.384644,21.015862,,,,121.919724,-921.459961,14.772461,-192.767517,-1108.238403,549.428772,-112.595360,-1200.706787,723.786987,-120.089470,-1218.884888,540.113770,-176.210724,-1124.708862,441.674194,,,,-176.201523,-1154.338623,221.790634,-134.268021,-1204.694092,351.198120,-134.799408,-1209.355347,194.716049,-168.313599,-1185.564209,59.358418,,,,-112.599129,-1135.662720,38.277752,-148.968826,-1264.039795,62.837036,-108.426025,-1306.598511,35.479748,,,,-193.672989,-1258.669800,12.244555,154.334366,-981.121948,927.278137,-214.707016,-1029.568481,954.487366
839,0,13.519663,-1240.652832,1453.671875,-106.583038,-1227.693604,1453.234375,26.587132,-1084.741455,1463.796509,-73.011940,-1066.853271,1465.385254,-14.948227,-1046.905396,1341.956909,-8.055832,-927.154114,1079.736084,-32.233017,-1169.341309,1236.494751,-36.413383,-1285.322632,1041.986206,-111.978508,-959.713806,1247.027222,125.152763,-1113.886963,1309.043091,213.019287,-1127.666138,1176.896240,253.661240,-1130.240967,1003.753052,254.738007,-1213.070801,909.447632,178.715607,-1265.760376,839.747742,245.624054,-1255.521484,825.214417,204.580322,-1316.935303,799.023499,-188.830399,-1077.152344,1295.244995,-281.146881,-1035.885132,1143.493164,-315.801422,-992.375366,1022.473816,-350.371246,-1036.364380,900.260742,-328.761230,-1055.314331,790.488220,-382.461090,-1003.733032,786.343994,-382.610321,-1093.494019,735.715271,155.827576,-1168.067871,882.912781,-199.871933,-1154.659424,894.502197,11.051642,-930.744141,937.707336,-65.749023,-931.010254,938.720398,140.038284,-1030.956421,550.496765,81.960014,-1179.036133,701.692871,65.082024,-1146.419556,515.959045,121.257347,-1014.945374,441.397430,,,,122.330521,-919.424438,248.700470,67.676620,-1045.817139,334.795929,67.393875,-968.693176,207.866547,101.553299,-854.479309,100.401642,,,,59.691021,-797.634583,86.317230,78.685936,-938.632324,62.431782,28.061525,-950.013000,21.623856,,,,121.608894,-921.973328,15.998676,-193.933334,-1112.414551,550.149536,-115.216652,-1206.861084,724.115112,-120.251823,-1222.242310,539.529724,-177.357071,-1126.169312,442.314453,,,,-176.381989,-1155.601196,221.988388,-134.686020,-1206.108276,351.278412,-134.107422,-1209.994385,194.782959,-168.284073,-1185.594238,59.398170,,,,-112.592224,-1135.282715,38.461605,-148.959732,-1263.998535,62.673016,-108.552643,-1306.560669,35.050797,,,,-193.835571,-1258.592529,12.054647,152.419083,-988.611389,928.383972,-216.691513,-1036.475220,956.208191
840,0,12.484190,-1246.982666,1455.281616,-107.615295,-1234.092773,1454.891235,25.466696,-1090.995605,1465.141968,-74.133919,-1073.207275,1466.838257,-16.466375,-1053.577759,1343.207886,-10.119761,-934.091675,1081.003174,-33.544708,-1176.067993,1238.231689,-38.051868,-1291.954712,1044.035767,-113.690369,-966.750366,1248.428955,123.801155,-1120.101807,1310.296265,211.608688,-1133.526489,1178.092163,251.630341,-1134.538208,1004.648438,253.408157,-1216.329712,909.452454,177.804504,-1268.878296,839.191711,244.574890,-1257.838867,824.766174,204.082169,-1319.423340,797.885864,-190.270737,-1084.201782,1297.010254,-282.835449,-1044.044067,1145.012329,-317.468994,-1001.211792,1023.564209,-351.243256,-1046.739990,901.684998,-329.108612,-1066.592773,792.188171,-383.310486,-1015.695923,787.366638,-382.411102,-1105.854858,737.582703,153.452499,-1174.033447,884.199585,-202.231049,-1161.367920,896.188049,8.817821,-937.476807,939.057678,-68.003761,-937.940186,940.194336,139.950272,-1043.128906,550.521729,79.930832,-1186.956665,703.970581,64.579803,-1159.631958,517.398987,122.350136,-1029.917725,441.861145,,,,123.745941,-929.594910,252.583450,69.668388,-1058.572632,334.637421,69.018188,-977.119812,210.208679,102.886047,-859.474731,106.255806,,,,60.831253,-802.950562,95.302383,78.953041,-942.302429,64.189461,28.225790,-950.630676,22.155123,,,,121.395599,-922.667175,17.459232,-194.938828,-1115.517212,550.664124,-117.475609,-1212.985840,724.324707,-121.040977,-1225.341431,538.931335,-178.423431,-1127.714844,442.755035,,,,-176.502747,-1156.946899,222.119644,-134.684311,-1207.525635,351.305969,-133.553574,-1210.572632,194.650772,-168.252090,-1185.688721,59.434479,,,,-112.594299,-1134.622070,38.799854,-148.936600,-1264.016724,62.539093,-108.701599,-1306.620850,34.637169,,,,-193.999847,-1258.535889,11.891706,150.470612,-996.165283,929.482910,-218.729263,-1043.337158,957.763489
841,0,11.618819,-1253.195923,1456.802124,-108.482391,-1240.421997,1456.523682,24.434534,-1097.122070,1466.238647,-75.172516,-1079.471802,1468.066406,-18.021162,-1060.275146,1344.343140,-12.343368,-940.979004,1082.211182,-34.808815,-1182.769165,1239.826904,-39.561188,-1298.476074,1046.058594,-115.517044,-973.889282,1249.762573,122.449867,-1126.233276,1311.417114,210.253082,-1139.236206,1179.203613,249.754440,-1138.741699,1005.527832,252.247040,-1219.486084,909.405212,177.103180,-1271.868774,838.537292,243.730026,-1259.999268,824.277039,203.757294,-1321.795776,796.736389,-191.695160,-1091.365479,1298.692017,-284.628052,-1052.239258,1146.605225,-319.271606,-1010.173218,1024.730591,-352.103821,-1057.312866,903.189331,-329.366791,-1078.128784,793.994141,-384.097382,-1027.974365,788.404785,-382.012421,-1118.571655,739.548279,150.989380,-1180.232178,885.688416,-204.608963,-1168.084106,897.712952,6.509901,-944.015747,940.320007,-70.314445,-944.741577,941.633423,140.162659,-1056.193359,550.274719,77.752258,-1195.212036,706.445557,64.394371,-1173.606201,518.956055,123.840134,-1046.086670,442.228973,,,,125.278008,-940.552979,256.838867,72.097084,-1072.551025,334.626587,70.942101,-986.899841,212.889420,104.383247,-865.926025,112.785194,,,,62.197823,-809.268738,105.446754,79.387047,-946.081970,65.402084,28.379461,-951.180176,22.861044,,,,121.048485,-924.434875,19.969685,-195.941193,-1118.006470,551.071106,-119.361565,-1218.997192,724.330627,-122.517548,-1228.222168,538.258972,-179.441071,-1129.491211,442.983459,,,,-176.753693,-1158.323853,222.235199,-134.676468,-1209.009766,351.238525,-133.427048,-1211.348999,194.545227,-168.220352,-1185.879517,59.458565,,,,-112.627769,-1134.197144,39.079460,-148.926575,-1264.148560,62.363441,-108.778809,-1306.733276,34.160370,,,,-194.193420,-1258.496094,11.715231,148.470245,-1003.623840,930.503967,-220.800644,-1050.263062,959.127747
842,0,10.906430,-1259.278198,1458.190063,-109.206421,-1246.676392,1458.087769,23.482277,-1103.116333,1467.016846,-76.150658,-1085.635498,1468.979614,-19.582531,-1066.924805,1345.286377,-14.690223,-947.767456,1083.311157,-36.035511,-1189.447632,1241.210693,-40.943867,-1304.884155,1047.984375,-117.451462,-981.144897,1250.961548,121.072296,-1132.329102,1312.361572,208.939667,-1144.793213,1180.152710,247.997833,-1142.896484,1006.277588,251.251251,-1222.579834,909.267944,176.595215,-1274.771484,837.756958,243.087418,-1262.099976,823.719788,203.592728,-1324.068115,795.476807,-193.077057,-1098.640015,1300.185669,-286.503662,-1060.398926,1148.179932,-321.257751,-1019.305847,1025.918579,-353.014893,-1068.089355,904.718079,-329.572357,-1089.881958,795.833252,-384.849579,-1040.508667,789.391785,-381.451141,-1131.603394,741.558716,148.531296,-1186.622559,887.258850,-206.931366,-1174.799927,899.002747,4.172672,-950.338135,941.414490,-72.625046,-951.433411,942.938965,140.739120,-1070.150513,549.754089,75.553574,-1203.541626,708.916626,64.535805,-1188.213623,520.581970,125.674126,-1063.169556,442.437531,,,,127.090561,-952.472534,261.392487,74.810310,-1087.680054,334.764069,73.037827,-997.850952,215.656830,106.049393,-873.365540,119.830589,,,,63.801861,-815.875488,116.978531,79.721474,-950.631531,66.865074,28.630886,-951.942383,24.304129,,,,120.962021,-926.538391,22.923506,-197.023117,-1120.271729,551.476501,-120.956406,-1224.837769,724.000244,-124.505821,-1230.963013,537.453064,-180.483261,-1131.554932,443.122925,,,,-177.153381,-1159.469482,222.296249,-134.932312,-1210.557617,351.126587,-133.735229,-1212.228882,194.436218,-168.235275,-1186.113037,59.404598,,,,-112.700119,-1134.479736,39.085693,-149.028320,-1264.369507,62.110828,-108.813095,-1306.832886,33.559822,,,,-194.443741,-1258.447876,11.497618,146.358337,-1010.723206,931.415771,-222.884186,-1057.333374,960.296509
843,0,10.320466,-1265.236206,1459.420532,-109.818039,-1252.870239,1459.544800,22.600019,-1108.990234,1467.451782,-77.068787,-1091.714478,1469.527466,-21.154510,-1073.580444,1346.001831,-17.115953,-954.410522,1084.268677,-37.230740,-1196.116943,1242.332031,-42.195702,-1311.199097,1049.753662,-119.495552,-988.516052,1251.967163,119.696686,-1138.361694,1313.077637,207.666489,-1150.205566,1180.864624,246.357651,-1147.022705,1006.832703,250.410706,-1225.644165,909.004822,176.253586,-1277.621216,836.824829,242.646164,-1264.249756,823.065552,203.600876,-1326.305298,794.043213,-194.434174,-1106.067627,1301.460693,-288.450256,-1068.530884,1149.644897,-323.411469,-1028.559814,1027.022583,-353.996582,-1079.019287,906.172729,-329.761932,-1101.819458,797.641174,-385.641022,-1053.321899,790.307678,-380.767242,-1144.905029,743.567139,146.195160,-1193.059692,888.789124,-209.129456,-1181.497070,899.993958,1.853212,-956.437683,942.275146,-74.904106,-958.026184,944.032288,141.626038,-1084.907227,548.983521,73.437271,-1211.762085,711.253906,65.003349,-1203.280151,522.237854,127.632706,-1080.928955,442.456787,,,,129.007599,-965.404846,266.086365,77.600693,-1103.588013,334.900574,75.131905,-1009.696472,218.491989,107.884758,-881.687622,127.324059,,,,65.811775,-822.754822,129.236786,80.372200,-955.741577,68.786484,29.181282,-953.723877,27.129972,,,,121.248978,-929.309326,26.395826,-198.171265,-1122.453735,551.962158,-122.330170,-1230.409302,723.257263,-126.690742,-1233.611694,536.546814,-181.633148,-1133.865479,443.293335,,,,-177.686478,-1160.203003,222.166687,-135.463486,-1212.031860,350.930542,-134.396790,-1212.996094,194.162491,-168.355133,-1186.362183,59.237526,,,,-112.810944,-1135.492310,38.791599,-149.217285,-1264.574951,61.724133,-108.840378,-1307.058838,33.062099,,,,-194.744644,-1258.473389,11.232736,144.054535,-1017.138245,932.223328,-224.943741,-1064.550537,961.272766
844,0,9.825947,-1271.104370,1460.498291,-110.344978,-1259.016846,1460.857300,21.777670,-1114.772339,1467.568115,-77.936844,-1097.766113,1469.709839,-22.759233,-1080.266846,1346.511108,-19.568966,-960.890442,1085.057617,-38.385998,-1202.781250,1243.150635,-43.308918,-1317.455688,1051.305786,-121.644051,-995.963745,1252.748169,118.382530,-1144.282837,1313.538940,206.439209,-1155.489380,1181.286377,244.852264,-1151.112183,1007.176147,249.710342,-1228.700562,908.588440,176.047592,-1280.435425,835.714783,242.396805,-1266.507202,822.283813,203.753006,-1328.499268,792.406250,-195.790497,-1113.671387,1302.514404,-290.464081,-1076.729614,1150.920410,-325.681641,-1037.849731,1027.929321,-355.045746,-1090.079468,907.482422,-329.962952,-1113.912598,799.368347,-386.525940,-1066.426025,791.144836,-379.999420,-1158.429688,745.539307,144.069824,-1199.383545,890.178955,-211.149689,-1188.163330,900.656372,-0.401375,-962.328186,942.857300,-77.133751,-964.484619,944.876465,142.688370,-1100.302612,547.969666,71.464966,-1219.825195,713.412048,65.830338,-1218.688599,524.021240,129.551041,-1098.768677,442.512512,,,,130.700806,-979.197510,270.775299,80.274544,-1119.819336,335.028595,77.078026,-1022.162781,221.540741,109.636253,-891.003784,135.113693,,,,68.288620,-831.343933,140.428833,81.506310,-961.774414,71.975754,30.266363,-957.571472,31.572819,,,,122.028290,-933.746338,31.170292,-199.445236,-1124.783813,552.568176,-123.545937,-1235.604614,722.165405,-128.721863,-1236.192383,535.623230,-182.900436,-1136.170654,443.515289,,,,-178.410065,-1160.853882,222.021561,-136.175308,-1213.311279,350.638519,-135.330872,-1213.707642,193.812531,-168.585144,-1186.669922,59.022636,,,,-112.949127,-1136.922607,38.314129,-149.442810,-1264.760498,61.326984,-108.854393,-1307.404297,32.757187,,,,-195.069794,-1258.538940,10.885071,141.560120,-1022.676331,932.905396,-226.934006,-1071.853882,962.070557
845,0,9.384510,-1276.934326,1461.456543,-110.819946,-1265.136597,1462.022217,21.006657,-1120.505249,1467.432373,-78.755875,-1103.783081,1469.600952,-24.361763,-1086.865112,1346.857422,-22.001240,-967.213684,1085.664795,-39.477905,-1209.431885,1243.648560,-44.272820,-1323.689087,1052.569946,-123.881241,-1003.405945,1253.311157,117.185631,-1150.075928,1313.769531,205.262817,-1160.644165,1181.378174,243.470993,-1155.163208,1007.301208,249.132080,-1231.756958,908.006348,175.959381,-1283.215454,834.409546,242.315948,-1268.844727,821.343994,204.042694,-1330.726196,790.743042,-197.116394,-1121.383789,1303.307373,-292.527100,-1085.103027,1151.948975,-328.028625,-1047.151733,1028.574097,-356.144257,-1101.272217,908.628723,-330.187958,-1126.131836,800.983398,-387.512634,-1079.786865,791.896240,-379.180511,-1172.129639,747.456970,142.199829,-1205.426514,891.330627,-212.955536,-1194.786499,901.002258,-2.548990,-968.044373,943.146667,-79.285378,-970.779785,945.477417,143.820251,-1116.176025,546.872498,69.691345,-1227.760986,715.401611,67.088051,-1234.266846,525.975403,131.321899,-1116.349121,442.738403,,,,132.014801,-993.558228,275.410553,82.658806,-1136.192749,335.471558,78.713684,-1035.028076,224.909485,111.148041,-901.241028,142.920609,,,,70.480156,-841.446106,150.081100,82.817650,-969.558594,77.265526,32.087891,-964.185852,37.100494,,,,123.530464,-940.320129,37.602661,-200.879761,-1127.577148,553.182312,-124.631607,-1240.328735,720.824524,-130.369492,-1238.763306,534.807678,-184.232208,-1138.268311,443.727234,,,,-179.328094,-1161.714111,221.958740,-137.030273,-1214.427612,350.328644,-136.355591,-1214.438477,193.470367,-168.848862,-1186.924438,58.816010,,,,-113.096260,-1138.398682,37.798618,-149.699905,-1264.923340,61.028999,-108.870857,-1307.618042,32.461910,,,,-195.308304,-1258.578491,10.658961,139.053513,-1027.470093,933.356934,-228.808823,-1079.148071,962.714600
846,0,8.962697,-1282.778076,1462.343262,-111.277222,-1271.252930,1463.067139,20.280041,-1126.237061,1467.137573,-79.518158,-1109.722656,1469.326294,-25.880402,-1093.334595,1347.088623,-24.380728,-973.405273,1086.099487,-40.476151,-1216.058472,1243.850220,-45.068199,-1329.924072,1053.479492,-126.159744,-1010.771606,1253.698242,116.146454,-1155.754639,1313.828369,204.136002,-1165.655640,1181.125366,242.182739,-1159.187256,1007.215881,248.657547,-1234.806763,907.263123,175.993469,-1285.948486,832.908630,242.370407,-1271.159790,820.223511,204.531296,-1332.844116,788.883667,-198.365891,-1129.106201,1303.814087,-294.607178,-1093.751465,1152.697876,-330.428375,-1056.513062,1028.957397,-357.285980,-1112.622559,909.629944,-330.435242,-1138.450684,802.476990,-388.587677,-1093.370117,792.576965,-378.333557,-1185.955566,749.316772,140.606873,-1211.050171,892.132935,-214.525879,-1201.344482,901.074280,-4.558517,-973.638794,943.170715,-81.324287,-976.886719,945.873291,144.957703,-1132.202759,546.275940,68.176910,-1235.630249,717.274414,68.809044,-1249.722900,528.284241,132.777283,-1133.700195,443.251404,,,,132.944397,-1008.186340,280.023956,84.674660,-1152.675171,336.530518,79.872803,-1048.227051,228.533401,112.093712,-912.335022,150.581558,,,,71.091934,-852.027222,158.376373,84.420753,-979.173340,84.125648,34.693447,-973.638916,42.739727,,,,125.830368,-949.036072,44.851639,-202.322830,-1130.832031,553.707275,-125.586510,-1244.592163,719.420776,-131.590775,-1241.366089,534.163391,-185.534882,-1140.291748,443.996124,,,,-180.238541,-1162.477295,221.824326,-138.042831,-1215.518188,350.070557,-137.269943,-1215.161499,193.211945,-169.074783,-1187.058960,58.672894,,,,-113.241150,-1139.452393,37.437309,-149.925430,-1264.977661,60.786690,-108.904747,-1307.647827,32.152252,,,,-195.490112,-1258.588135,10.492811,136.771271,-1031.807129,933.471680,-230.527557,-1086.332886,963.235107
847,0,8.538475,-1288.672974,1463.204956,-111.731766,-1277.377930,1464.016846,19.593590,-1132.011108,1466.782715,-80.240631,-1115.640991,1468.993530,-27.282116,-1099.759888,1347.245117,-26.694094,-979.518555,1086.401245,-41.354389,-1222.662842,1243.839600,-45.676487,-1336.186890,1053.995239,-128.393967,-1018.019409,1253.985840,115.288414,-1161.351196,1313.776001,203.050781,-1170.515503,1180.573364,240.952957,-1163.204956,1006.945251,248.270157,-1237.831055,906.381592,176.164749,-1288.615601,831.230835,242.528992,-1273.327637,818.918579,205.214951,-1334.870605,786.891418,-199.527145,-1136.801147,1304.106445,-296.641907,-1102.690674,1153.169556,-332.867950,-1066.032471,1029.142334,-358.453705,-1124.174805,910.539001,-330.693024,-1150.846924,803.862427,-389.738129,-1107.170166,793.234131,-377.469727,-1199.859863,751.127136,139.317368,-1216.223511,892.482788,-215.855179,-1207.806519,900.932861,-6.411226,-979.171448,942.998108,-83.220093,-982.773376,946.133179,146.036240,-1147.745117,546.950562,66.986481,-1243.482178,719.138123,70.859901,-1264.757812,531.263184,133.829041,-1150.362183,444.482056,,,,133.563080,-1022.953979,284.641907,86.354858,-1169.165771,338.293213,80.549400,-1061.825928,232.173080,112.558228,-924.355713,157.497070,,,,70.201500,-863.271118,165.092911,86.655113,-990.881592,91.078499,37.874214,-985.638184,47.780685,,,,128.733521,-960.080994,52.143459,-203.617233,-1134.337524,554.157227,-126.403931,-1248.554443,718.213928,-132.432541,-1243.961792,533.656433,-186.712982,-1142.323242,444.316223,,,,-181.017563,-1163.095215,221.661148,-139.201248,-1216.733887,349.931610,-137.910904,-1215.773438,193.050842,-169.233490,-1187.135986,58.586445,,,,-113.374405,-1139.770386,37.362335,-150.072098,-1264.978882,60.598293,-108.953117,-1307.607666,31.901476,,,,-195.654053,-1258.530396,10.354823,134.870972,-1035.937500,933.228943,-232.059448,-1093.331177,963.662659
